,Dimensione,Peso,Dolcezza,Croccantezza,Succosità,Maturazione,Acidità,Qualità
519,6.7301697208,150.087504509,13.9305340465,4.160991075,8.300293698499999,8.36875665325,3.35469823,non buona
520,7.9025483209,149.313940556,14.17117046,4.2981087514,7.61636189125,8.2525329175,3.5696958776,buona
521,7.0836921703,150.0662717705,13.623815057,3.978629458,7.80224925875,8.3168864285,3.3246758478,non buona
522,7.5493015798,150.421670476,13.7362718415,3.6914610256,8.41520889825,8.36777324725,4.081068312,buona
523,7.1961385321,148.9638187695,13.5743655375,4.4558576228,7.524192676,8.3581330105,3.2135508906,non buona
524,6.3798266461,149.8635496845,14.4445323765,4.1899317626,7.63238759025,7.92069865825,3.1715126312,non buona
525,7.4923988371,150.0488795605,15.6991240875,4.6597382126,7.552016256,7.3803126005,4.0628043798,non buona
526,7.4035188484,146.721657745,15.149675428,4.3955923306,8.89451618975,7.471458622,3.8743887528,buona
527,7.362035902,149.7455103995,15.868103472,4.2602021506,7.86096285275,7.6669870805,3.7018311238,non buona
528,7.0191046279,150.194254385,14.652117532,4.4800134448,8.19276050275,8.25259966125,3.6359817502,buona
529,6.9347051545,149.73718582,13.6358750135,4.1451374478,8.71753667475,8.7678446615,3.4065608306,non buona
530,7.5530317486,149.0994334225,16.5468494525,4.1739593772,7.689557704,7.63583050275,3.5978864674,non buona
531,6.58956508,149.918242449,13.6257193105,4.3224244788,7.575507841,8.635965629,3.7548636456,non buona
532,6.1899922702,148.8069632065,13.848950948,3.5842752132,9.46768682625,8.811459751,3.8636920596,non buona
533,7.1220070093,149.3868944635,15.1180782065,4.6640707412,8.56668949525,8.122383932,3.4133983888,buona
534,7.1677231759,149.056455824,12.8522050275,4.2942645314,8.15951979225,9.0186146965,3.5592448386,non buona
535,6.5281516729,149.591974289,14.91716053,4.1585373612,8.08950004125,8.4155448145,2.9503966094,buona
536,6.7800090514,149.737474288,15.267182338,4.1070750456,8.11200238175,7.22107219825,4.3153661172,non buona
537,7.1525206219,149.960048594,12.752518052,4.2635852878,7.53501385525,8.7963161925,3.6955277528,non buona
538,6.0074689375000005,150.7845505725,16.456196312,3.7241903796,8.22432529,7.6446729405,2.7005346082,buona
539,6.2430006649,148.713683783,15.9195481945,4.5821973032,7.96311186375,6.8408790005,3.4715162974,buona
540,7.0383522601,149.627333058,15.4104747805,3.8857480824,8.1423116615,8.46763228725,3.156232414,buona
541,6.3607185289,148.9570444,15.145096225,3.9965103956,7.2171951185,8.024444197,2.9103994046,non buona
542,6.9481688569,148.425752005,14.7521635635,4.1162967314,8.04108746925,7.70391869575,3.397348638,buona
543,5.429742748,149.6088977595,17.7798117825,4.4498256998,8.2124524595,7.58778416825,4.3612920256,non buona
544,6.1973889094,149.9892719345,15.2619941345,3.9021312774,8.35036146375,8.23373173125,2.9339076318,buona
545,6.9205193314,149.6883333885,14.1343863745,4.2733377092,7.55458983825,8.2809645765,3.4589668846,non buona
546,5.806880872,151.2131928585,15.729172233,3.6367300606,7.97259185575,7.759565455,2.6230264306,buona
547,6.3693436822,150.3965981615,15.3885413055,4.3021969598,8.1036545775,7.6044569765,3.4826834194,non buona
548,6.313832479,150.0811027835,14.401835444,4.134035135,7.99977369,8.622849644,3.6646052566,non buona
549,6.5546811211,149.442701631,12.653882871,3.7265247646,8.0277979445,9.51655819725,3.1088687268,non buona
550,6.3084820921,148.6866519995,16.6105236875,4.3042021096,8.65736833775,8.0539844525,3.4560409386,buona
551,7.2562219819,148.5236782575,15.2130953145,4.0805545418,8.82419354225,7.56227618475,4.0581683554,buona
552,7.0716042289,148.724943116,14.0734916185,4.3053817186,7.316576745,8.0791463745,2.8955796428,non buona
553,6.543329419,150.234269142,12.876531029,4.0974824018,7.8243324835,8.23705740975,3.0263100234,non buona
554,5.7300062458,149.497671867,15.490787225,3.6962031094,8.40514224975,8.47078795075,2.88952496,non buona
555,7.9298231911,149.1542196605,13.160318,4.1927211254,8.13452559825,8.4150248445,3.3910477704,buona
556,7.8216213043,148.5176112085,14.559593832,4.0612481156,8.950565929,7.87216908,4.0143164122,buona
557,6.5869649743,150.5439983615,15.4131047385,3.9557568256,8.5549783175,7.8087544435,2.9413088686,buona
558,6.6076934422,149.3645067445,14.456899038,4.1107452628,8.41201202925,8.460121061,3.0716154476,non buona
559,7.6356093712,149.7794751385,14.5576763675,4.2093687428,8.41365513625,8.4457951085,3.1166669222,buona
560,7.318322524,149.847704005,13.253065804,4.1870086194,8.2205239965,8.329172535,3.1971820748,non buona
561,7.6141709533,147.045632129,14.5244787275,4.141325955,8.3093847035,7.94934591525,3.2293083648,buona
562,7.0778569729,149.5922992365,15.4346883585,3.95911509,7.80879187475,8.5569669525,3.5846431924,buona
563,7.447066315,149.1723971795,15.342756288,4.6264741518,7.83280620975,7.66262160575,3.5235167338,non buona
564,6.8457127291,149.506711514,16.0893818745,4.571126038,8.534427605,8.038341425,3.6107247088,buona
565,7.2525101698,149.3488362275,14.3120870925,4.3630134374,7.7519076835,8.286879329,3.4295273302,non buona
566,6.3391174528,150.302314096,13.8498037675,3.758074887,8.194574478,8.74685164325,3.3122324374,non buona
567,7.3457996263,149.176395549,15.537049299,4.303672437,7.744096797,8.431215803,3.2212567926,buona
568,7.0302515077,149.061911164,14.8290802485,4.3400524228,7.70737452025,8.096307039,3.2505568448,non buona
569,6.9099840823,149.299947779,15.620933045,4.1926604142,8.2633508295,8.2591414635,3.2027902172,buona
570,8.1891145228,150.221842467,14.3352233775,3.7184449834,9.0843833985,8.16237167275,4.471541418,buona
571,7.0720108561,150.3707187395,13.4642635215,3.9976296302,8.44414242525,8.04802132275,3.3139696716,non buona
572,6.1370387377,151.0865599295,13.642124743,3.771551653,7.98817785325,8.738751224,3.7008953698,non buona
573,8.0514222931,147.2606588905,14.2256670405,3.8558932662,8.477095807,8.4776431775,3.9890027706,buona
574,7.1168986612,147.806540284,16.93497315,4.3273204136,8.815513747,8.273773479,3.2955846208,buona
575,7.549623310899999,151.103214219,16.018654137,3.6196703778,8.08893229925,7.801157342,4.517491613,buona
576,7.0883759053,149.823122374,14.7298590805,4.5719680884,8.167997499,8.32295954625,3.6841211284,buona
577,7.1404036603,150.077678202,13.8265996995,3.9564293568,8.559960812749999,8.0162775835,3.3575618556,non buona
578,7.3351610608,149.826870598,14.4996901935,4.4903671476,7.6511300825,7.8390888965,3.8621901536,buona
579,6.0320005255,150.84029387,14.9894472925,3.7622089594,8.143137558,7.98931118725,2.8957003674,buona
580,6.4359966262,150.201568372,15.25912537,4.4830018334,8.40492413125,8.002215821,4.0252867078,non buona
581,7.8498624886,149.027090917,12.2965194425,3.7590566308,8.918939215750001,8.2506216065,3.5006184902,non buona
582,7.6970561371,149.669649836,13.945227206,4.3998226698,8.5252263405,8.13867063875,3.3469885986,non buona
583,7.8775077589,149.4265310495,14.1170850735,4.4554660248,8.21671846975,7.92428056075,3.6956367492,buona
584,7.0237055464,149.052848565,15.6512122405,3.960923913,8.1568306145,8.47691215775,3.3715178538,buona
585,6.1525979155,149.661892218,13.9709975975,3.995139979,8.175888695,9.1344816665,3.4557790404,non buona
586,6.8456477998,150.165246815,14.2904906515,4.2333293856,8.05787986025,8.52791278275,3.707624106,buona
587,6.1808948488,149.330461105,14.8593985575,4.5540125058,7.27753379575,8.44376350875,4.0448659518,non buona
588,6.3771565912,149.8621841535,14.466572163,4.615970251,7.420285055,7.5133690835,3.2769674974,non buona
589,6.4161840643,149.376688082,14.644507934,4.2913385636,7.72942965875,8.1058901825,3.1644061158,non buona
590,7.4893350124,149.341563268,13.9934844175,4.3244322514,8.06525371275,8.07326602675,3.4072145706,non buona
591,6.8580137218,149.722427076,15.2798078255,3.9150996566,7.93746038875,8.4629756615,2.5381433288,buona
592,7.9600870723,150.481081437,14.7349646225,4.149308058,7.74920983575,8.1126058075,4.0153899104,buona
593,6.3595026367,149.2461571825,14.8309736405,4.2249853828,8.2982935445,8.34216289075,4.0962232534,non buona
594,6.6208581589,150.1998226895,15.843244497,4.0645298544,8.1079788625,7.71650364775,3.4865374852,non buona
595,7.7848116502,149.206914393,12.815852861,3.7828940096,8.83966373925,8.148916513,3.679054851,non buona
596,6.75417508,149.2544466725,16.2386403335,3.935958809,8.8648396305,7.1428613535,4.3347106002,buona
597,6.2760135772,149.5129467275,14.834264491,3.70339176,8.43531334775,7.5336547735,3.5240345064,buona
598,7.0242911731,150.15571118,16.051132445,4.2569689678,8.358592273,7.06490788,3.710181622,non buona
599,6.8381083429,149.814000526,15.3698081155,4.6602303022000005,8.3829273525,8.1687187975,3.9022988334,buona
600,6.8224285927,148.7517407885,16.393284548,4.1571975806,8.0666587085,8.3974670365,3.4106152308,buona
601,7.4845158721,150.4225721405,12.769629122,4.1728202922,7.80726103625,8.47634439225,3.4983727244,buona
602,7.1320293031,149.731862979,14.5728646145,4.0321989542,7.98756047525,8.77039872175,3.7669787172,non buona
603,7.0956572992,148.4901063025,14.2029586345,4.518282582,8.09164327875,7.72526891025,3.6509683324,buona
604,7.0104454501,149.534804044,14.0140035455,4.2762394536,7.69562419775,7.93076853975,3.620728485,buona
605,7.8586645006,147.806288039,13.735548903,4.2794988926,8.33441091,8.29661909725,3.814653866,buona
606,7.799781616,149.1557273875,12.6824758015,4.259431988,8.115071695,8.47229336925,3.4258565168,non buona
607,6.8179232167,150.613868928,14.908749373,4.0881002394,7.6181099965,7.67871081525,3.7872746652,buona
608,6.8180024317,147.875435753,14.319564449,4.2256686762,8.62716970825,7.57902418975,3.4242235878,buona
609,7.3216532746,150.7021749065,13.6454567145,3.8182685526,7.9686334745,8.24961311575,3.6592128276,buona
610,6.6929495314,149.1271247215,15.684763732,3.9445732644,7.90624971975,8.182054958,3.1630681586,non buona
611,6.5070270487,149.8571021115,15.2469105855,4.1316355544,8.514737975,8.322445121,3.5334309516,buona
612,7.7342699626,148.3695706945,15.0776444455,3.841622829,8.90314230325,7.95211599975,4.2183338944,buona
613,6.8235276208,149.0153236735,14.068245124,4.2086295096,7.65345457,8.1897768485,2.8858135566,non buona
614,6.8183816425,150.260477248,14.569048497,3.8568602754,7.13439965075,8.11118235425,3.604196136,non buona
615,7.6825694644,149.401467219,13.3496282455,3.6020386308,8.84233013675,8.482910897,3.9382505248,buona
616,7.5103573048,149.8786163565,14.194900663,4.5175900006,7.53921183925,7.9284138715,3.7804732246,non buona
617,6.638100328,149.8477862335,14.7241211785,4.414391909,7.7583915305,8.5379894715,3.3307260302,non buona
618,7.7867738353,149.6362239685,12.460048858,4.2469694534,8.11259271675,8.44843655775,3.1548229598,buona
619,6.3102162025,149.89969217,15.011836689,4.1353768042,8.428623402,8.04786550325,4.0326832516,non buona
620,6.6696789883,149.03580637,16.2438798395,4.0895975454,7.73271926525,7.9980413455,3.3696213692,non buona
621,6.7071922672,147.899378601,14.1596836815,4.3092135966,7.66743748325,8.66088571625,2.6984828084,non buona
622,7.1927376913,148.7742156015,13.673103848,3.9270140668,8.90385594775,8.474575311,3.765424116,non buona
623,6.8319409987,149.6685286475,14.1719785875,4.0801654444,8.24848747525,8.2692501275,3.6407237362,non buona
624,7.1823407443,150.6280107715,13.407574662,4.7585857046,8.1118699085,8.340922051,3.6546499328,buona
625,6.9051859021,148.8671765915,16.1055035835,4.2758531846,8.411947240749999,8.21287781125,3.2078203346,buona
626,6.0319155115,148.3715856205,15.8759459845,4.2352739706,8.74550980925,8.151367356,4.1622772746,non buona
627,7.6523178328,148.674509883,14.294769444,4.43889211,8.716104632,7.6818013625,3.8451001702,buona
628,5.9742238495,149.051073386,17.081196988,3.8813633974,8.09299122725,8.256034602,3.5391213152,buona
629,6.9373114846,150.0122709015,14.869354609,4.1859322974,7.8467692665,8.336099258499999,3.4584216586,buona
630,6.7577914108,149.4624166205,15.8407042405,4.2245881542,8.64115268425,7.61615711525,4.0886563504,non buona
631,7.0651810399,149.651596648,13.860153555,4.2168179926,7.743447687,8.493999368,3.5114188328,non buona
632,6.9577795987,149.11898339,14.932258807,4.6143361978,8.08890167425,8.51167852975,3.9316064668,buona
633,6.9392875477,149.702605577,15.1819547,4.179912023,8.387194267,7.49876019075,4.0981400106,non buona
634,8.7598695406,150.4105571535,14.703524467,4.1536927068,8.762523824,8.171012316,4.840278938,buona
635,6.4991214235,150.1855230135,16.059396518,4.3205640316,7.660281043,8.06822808725,3.1846636274,non buona
636,6.3901515976,149.264414426,15.142769949,4.4339778422,7.72393871725,8.1608943015,3.8551487672,non buona
637,7.1377058953,149.501822433,13.0165439085,4.0180967264,8.6825169305,8.6555088815,3.5485884444,non buona
638,6.9215410906,149.491632071,15.3244752665,4.1811831954,7.41721919475,8.1069726245,3.6137939498,non buona
639,5.9010545845,150.4408545605,15.385994089,3.6538837064,8.11888372025,8.25171401375,2.764971453,buona
640,6.5903857267,150.1658156775,14.758438732,3.8962276644,8.11167297525,8.57481787575,3.6225095588,non buona
641,6.9501511792,149.191967441,16.0881545375,4.3073975218000005,8.02737600825,8.044301178,3.5753587812,non buona
642,6.9546572608,150.075367373,14.761687944,4.8652874436,7.23359204625,8.13220542225,3.0739078546,non buona
643,7.0108327249,149.698226592,15.514399712,4.5692960306,8.93224855075,6.90024756725,4.0374013374,buona
644,6.2062223218,149.424573166,15.4868070405,4.2957119714,7.944640532,8.0448170705,4.2077464706,non buona
645,7.7962843723,149.844750372,15.4205731,4.6016580166,7.71365796975,7.407466921,3.874813481,non buona
646,6.414129391,149.8373979805,15.3793488715,3.8914165406,7.96718670575,8.2566189675,3.3880622146,non buona
647,7.0425363703,149.7808861835,14.3602330125,4.1212778628,7.483889032,8.779804579,3.3314993522,buona
648,7.1650068886,149.563338809,14.7079972235,4.228161038,7.86869319225,7.70250802175,3.1035288,non buona
649,6.1958678854,149.1985688655,16.8838139135,4.4252156892,8.456119093,7.8760371425,3.726433701,buona
650,6.2808002881,148.8267822555,16.2906152745,4.5008928952,8.65136494275,8.01505631975,3.4647783118,buona
651,7.1313632674,148.948791252,14.449494435,4.6733966392,9.10706840325,7.264715584,4.1552045842,buona
652,6.9556671847,149.000341785,14.855824468,4.3361198384,7.3716397415,7.70116867275,3.0098472656,non buona
653,6.9753586036,148.7114099825,17.1759227295,3.8461904194,7.74766904325,8.49262132975,3.3581570938,buona
654,6.9174254338,149.256432978,14.135277174,4.3338555184,8.004225116,8.662099905,3.2966511706,non buona
655,5.742892885,149.267923726,15.996364161,4.333844643,7.68938254275,8.070217933,4.1541938144,non buona
656,7.4403127513,149.826587965,14.0365635045,4.5302436162,7.9760198025,8.0858954315,3.5636988988,non buona
657,5.7711499948,149.8154081425,16.1039972225,4.4864775846,7.4540100805,8.28835691375,3.44343936,non buona
658,6.9719663731,150.156174218,14.157786404,4.6000060636,7.63726929925,7.72261430125,3.6184475084,non buona
659,6.9577171891,150.54604652,15.134641258,4.1168587196,8.3851238915,7.184103225,3.6053747546,non buona
660,6.7183701883,149.4005550785,15.723908997,4.3191155758,8.0844055965,8.3748431135,3.4789150136,buona
661,6.7223952319,149.393100398,14.534563989,3.9620401854,8.26502338975,8.30349601875,3.603910219,non buona
662,6.4144053406,149.5284093435,15.4772382105,4.1650824596,8.30661854675,8.2914225585,3.0187672452,buona
663,6.8709772684,150.60133422,14.1923458875,4.4636353768,6.54955843975,7.66741966325,4.0146167752,non buona
664,7.6098977518,149.759910266,12.613864614,4.1513428024,8.52125130875,8.76714493725,3.3406595596,non buona
665,7.1032009066,148.2580096065,15.587427422,4.5513533332,8.3733078465,8.62466662,3.8205540742,buona
666,7.0621636129,151.250245259,13.862147831,4.3434939238,7.70503538725,7.743103749,3.3824492368,buona
667,6.2945946703,149.863678966,13.215802514,3.672361836,7.98656906975,9.3135150645,3.2511818328,non buona
668,7.439741932,148.612399423,15.496311773,4.300384126,7.639882722,8.909596147,3.5705817394,buona
669,7.429883707,149.79946459,14.6247464945,4.3243022552,8.410559679,7.530030435,4.0153162356,non buona
670,6.0402832324,149.6839607425,15.152990581,4.1261443182,8.8431770695,8.29780326475,4.1134174204,non buona
671,7.6399149388,149.715694154,14.4186739825,4.0941441502,7.94735920475,8.17290827075,3.9930473398,buona
672,7.4143832734,152.181532961,13.715027356,4.4278069456,7.33994024225,7.991414909,3.5485757252,buona
673,6.2806022266,150.1987136235,14.19665647,3.7593602126,8.27430164475,9.09059065175,3.6043039782,non buona
674,7.4778716761,150.4316472175,14.5074297035,4.6406386332,8.88703455075,7.275578492,4.019997939,buona
675,7.5424648645,150.815665763,14.602547965,3.987596486,7.8986254255,7.9208123215,3.5189294432,buona
676,7.1496445051,148.962564566,15.531028992,4.3060568660000005,6.5716421655,7.342517275,3.2097000474,non buona
677,6.1220524336,150.207219544,14.8816092435,4.0887222374,8.1950974195,8.2864011355,3.5079160828,buona
678,6.9774565738,150.842357747,13.4157650645,4.378473918,8.00373869075,8.4602649625,2.9858825842,non buona
679,6.7866894058,148.3111665725,15.912977488,4.5366571894,8.676619005,8.2692306305,3.6072424476,buona
680,7.6066105606,149.895695444,15.105639124,4.1779277776,7.40491725925,8.098174788,4.0130645046,non buona
681,6.9551833456,150.230552394,14.8820429745,4.5142856684,7.730622439,7.46907405675,3.7158667942,buona
682,6.8651247037,149.8032848325,15.0105784925,3.9229002996,8.41569265375,7.67945865975,3.5708978022,non buona
683,7.2582094063,148.432101796,15.3450879235,4.5228969582000005,8.53990556025,7.2875213515,3.7820076104,buona
684,5.8722441733,149.102160464,15.259451722,4.1214379424,8.3750006775,8.582129665,3.9240705272,non buona
685,6.6512153644,149.8490085195,14.776430382,4.1374535756,7.498161508,8.196578111,3.589357758,non buona
686,5.7938546758000005,149.2628084585,15.6279895355,4.0620282054,8.48246239275,8.18379153425,3.9767872488,non buona
687,6.8611527448,149.42202601,16.1619943805,4.288319703,8.34725170575,7.8851022845,3.0477481346,buona
688,6.2935332463,150.96442235,14.5090634835,4.0869340186,7.60003190725,7.52137660075,3.3856458232,non buona
689,6.9661894297,149.615369178,14.5676404645,3.7765788228,8.5652325765,7.75027644275,3.4749972406,buona
690,5.7875866663,149.9544508355,16.5194398275,4.425740747,8.37225292675,8.0049061585,3.9947967422,non buona
691,5.9175034042,149.329489147,14.5796623535,4.107536755,8.4463947125,8.83944866475,3.7921524588,non buona
692,6.7391012851,150.6470636875,14.918649715,3.6522648018,7.94897492475,8.31297440675,2.8439460058,buona
693,7.372799557,149.624444062,14.6495617065,3.7931791918,7.99168394375,7.84732562075,3.0756922336,buona
694,7.4751919132,149.389921518,13.6729199755,4.0526227126,7.82206669125,8.1210780065,3.215038212,non buona
695,6.1019598898,149.3239218845,14.442849807,4.1759097676,8.42399345825,8.34305242175,4.2529709426,non buona
696,6.8102760892,149.186797149,13.9789454905,4.3970507014,7.882374505,7.9985042605,2.8951768952,non buona
697,6.6685198129,149.9783272815,15.4284200825,3.9840190278,8.64838512,7.85345877675,2.7426367464,buona
698,6.931036879,150.569125833,13.843753295,4.1674083126,8.4047763125,8.205345295,3.0072501792,buona
699,6.760121884,149.749137503,16.098509119,3.964501077,8.3158629885,8.15827305875,3.1996739272,buona
700,6.1931848786,151.0334632285,14.2863053435,3.904207306,7.86707387975,8.561435248,3.90494612,non buona
701,7.0814199409,149.782801378,13.537367261,4.0074647544,9.023077593,8.1135211175,3.7528412646,non buona
702,7.2387837619,149.7170570795,13.360055172,4.3044992292,8.386820961,8.50598735025,3.266895415,non buona
703,7.3320237595,150.183737801,14.737367079,4.43361617,7.4951830265,8.0180274215,4.0724320028,non buona
704,6.0369711244,151.1243553515,14.504548742,4.0920725912,8.61125451975,7.6150375585,2.9479207142,buona
705,7.5408776317,149.993624118,14.709774982,4.292828291,7.96761723875,7.8573584985,3.7696604916,buona
706,6.1448875564,148.6214327085,15.1982319605,3.998612562,8.22619523925,8.909122933,3.049786537,non buona
707,6.9402134059,150.6060909445,14.7327506095,3.9176547328,8.3079130015,7.6993884695,4.0646674086,buona
708,6.581619928,151.093997156,14.7260838445,3.789496376,7.565167006,8.279001165,2.9151461318,buona
709,7.0086237184,150.593496062,15.333438114,4.4386496268,7.6398625075,7.2111076305,3.9811309678,non buona
710,6.2401625476,148.4381642455,15.558682146,3.9441966948,8.0385898435,8.43820288975,2.7488479534,non buona
711,7.6828152973,151.0329974225,14.5573906045,4.1465463482,7.88835386175,7.321684244,3.0100276534,non buona
712,5.8297868131,149.3523646045,14.558858221,4.5062090040000005,7.7832508535,8.67311797125,4.2233796336000005,non buona
713,6.8694442174,150.22561435,14.5078333255,4.1951276116,8.0913651005,8.12853661725,3.6106945778,non buona
714,5.8945494955,150.2955772215,16.0792813355,4.276666328,8.5896303835,7.68587487525,3.4071454202,buona
715,7.3352835793,150.768375903,14.6654447715,3.7813446358,7.5487194835,8.1945842565,3.9146035694,buona
716,8.0032560592,148.8864252325,14.786961553,4.0758873512000005,8.44844735675,8.03854156375,4.0332199256,buona
717,7.1013052345,149.7939791245,14.893300196,4.3931489134,8.068223755,7.53623576075,4.2316974892,non buona
718,7.1187782833,148.0502224,15.710283912,4.174293275,7.3865995045,8.24132304225,3.0694883934,non buona
719,6.6204686248,150.1654692285,15.293004146,4.3454622908000005,8.09280049125,7.168754964,3.5738321822,buona
720,6.1513877944,150.432313247,13.425180587,4.001075255,7.1847435215,9.0428600645,3.920412377,non buona
721,6.10461079,149.2650783575,14.9922861155,4.0178743122,9.002301616,8.2814799485,4.085285262,non buona
722,6.7838051263,148.5478295055,16.324685053,4.3196764394,8.35021510525,8.426920447,3.4207428184,buona
723,7.4743458007,149.6737224595,15.0684919165,4.214579962,8.46402680875,8.2308651905,3.0312503978,buona
724,6.8017252123,149.778262689,15.835716428,3.684747191,7.8818723915,8.34325938025,2.6550488222,buona
725,7.3509851374,149.314286778,14.4940343535,4.1613693624,7.924346296,8.2341071345,3.253911503,non buona
726,6.4474368472000005,150.1396368285,14.9464619675,4.2669785414,8.011205029,8.037489648,3.5348868284,non buona
727,6.9713462854,148.4286423685,13.114706702,4.0699177372,8.48855314525,8.981948407,3.646116666,non buona
728,6.9922356772,148.6000154445,15.221201196,4.5535652308,7.4602767515,7.71244128,3.0527582708,non buona
729,7.0502864206,150.155343338,14.6648197255,4.3951783794,7.660440248,8.1374679755,2.7461863462,non buona
730,6.8875781764,149.0651007435,14.028237347,3.5742156844,8.65626461625,7.91493741575,3.292358534,buona
731,7.2359935735,149.405557246,14.648288353,4.405251494,7.958869327,8.52723911275,3.3543618888,buona
732,7.65573811,150.364071131,13.386736061,4.7689131786,7.1275544585,8.14046873775,3.1987333858,buona
733,6.8498751502,149.0508200065,16.563339245999998,4.5126070404,8.7299835055,7.75385971375,3.0363768012,buona
734,6.5327931298,149.0769380985,16.0570591645,4.072437579,8.39281336625,8.155948837,3.4152287572,buona
735,6.6243762481,150.1897793265,15.315189029,4.1791967396,8.45379399675,8.146033938,3.3453154384,buona
736,7.3561145923,148.9007734835,14.827233772,4.4534531926,8.74648431675,7.3949871795,3.9019986436,buona
737,6.4552369465,149.979977216,15.1171139015,4.2179101108,8.59196087225,8.244999535,3.5767518968,non buona
738,8.0244825802,149.69828842,15.332849654,3.6422800904,9.00562208825,7.925043315,4.2737771460000005,buona
739,6.4686697528,150.1537820525,15.915587284,4.2868452012,8.2538121855,7.80868844025,3.5960979112,non buona
740,6.3514177111,149.992763348,15.021203663,4.3449338942,8.52317571775,7.80779316325,2.8733574712,buona
741,7.0232047156,149.914412437,14.3178021095,4.8983038368,7.718043863,7.39034117525,3.5003042888,buona
742,5.9830512436,149.8926281765,14.990348676,3.9818840146,8.3803681795,8.172557721,4.2012929958,non buona
743,7.2544810369,149.6284098635,14.2377164695,4.2087895682,8.12855268,8.29238120325,3.2431010476,non buona
744,7.0368916303,148.7834551005,15.6579117945,4.2276031674,7.89958117125,8.207186924,3.293698121,non buona
745,6.9909942328,149.717605368,15.42110293,3.9057593226,7.72041110875,8.3870451085,2.937119751,buona
746,5.4277700212,147.944055068,15.649554127,4.0315929464,9.04428335925,8.76727438225,4.5272277576,non buona
747,7.1497977859,149.5941752475,13.9254422905,3.9558131308,8.17645152475,8.082869815,3.1300202416,non buona
748,6.8741511982,149.014086117,15.4576989985,4.1236961092,8.42938439325,8.3614537535,2.8934441728,buona
749,7.1692576192,149.7041797725,14.3525959595,4.421507182,8.36768458175,7.59742503175,3.8972312712,buona
750,7.686817153,149.145594268,14.5856097165,4.6031335628,7.07028908875,7.6583157525,3.5508037434,non buona
751,7.1553645091,148.71063239,13.325440352,4.3837027438,8.074050901,8.01061010525,3.1990154464,buona
752,6.7176606247,148.991316649,15.192572464,3.657154666,8.27422658075,7.6729363165,3.591944653,buona
753,7.4206649629,147.531345056,16.3530125915,4.4476270126,8.484493455,8.66283294825,3.6977081996,buona
754,7.6432497421,150.6099360535,13.0687580545,4.3975639298,7.70295248275,8.275550287,3.9794974838,non buona
755,6.2450262163,149.3865198055,14.820575987,4.0835506602,8.31454385275,8.450450624,3.6779318216,non buona
756,6.6049622173,149.9032229325,14.2019546375,4.4087414792,7.93693283975,8.106763092,3.399890637,non buona
757,5.7409241731,149.3228304675,15.4847927035,4.538999569,7.61733531225,8.505766831,3.9354564348,non buona
758,7.2067875577,149.3968127615,14.8147490055,4.4461224192,8.24555478775,8.463699957,3.073005374,buona
759,7.7097966829,149.79577042,14.0553236135,4.0634071678,8.580293738,8.0504015395,4.0933389664,buona
760,6.9093371098,149.5033764025,15.2765671315,3.9966816636,8.14099503975,7.5710077875,3.6467099314,buona
761,8.2004203786,148.3353997965,13.803641472,4.5220274428,8.38048794725,8.07492087325,3.4678475132,buona
762,6.6251801413,149.1813412695,16.895778672,3.8257454856,8.10416552175,8.1929327095,3.3157280552,buona
763,6.840543076,150.5233336665,14.18204208,4.1093163492,7.77422436525,7.7492169475,3.172940893,buona
764,6.1556169847,149.5277718395,15.159555023,4.1366432256,8.55487567525,8.26073577225,3.26887295,buona
765,7.2472211575,148.8714978385,15.095665351,4.6020262796,8.5360817325,8.35632326375,3.3189308458,buona
766,6.2189069563,149.4838877245,15.472986704,4.3044713736,8.72287450175,7.81919086125,3.2868186618,buona
767,6.9610466707,150.2023973805,14.749204195,3.9080383766,8.689223413,7.47932909375,3.5487936594,non buona
768,7.2495528448,149.8674481895,13.703849437,4.2048032222,7.937684299,7.94652842875,3.6321709388,non buona
769,7.5926305498,150.739583547,14.359181725,4.018929015,8.70283106625,7.326670944,3.4057135668,non buona
770,7.1933083282,150.9746229935,14.7407314035,4.2421834838,7.9349350255,7.67531956275,4.0240123248,buona
771,7.2867486325,149.416129197,14.9693200795,4.1935250314,8.54373515525,7.5472331065,3.8124135174,buona
772,6.4356488719,149.1661983125,14.6088458325,4.2909926346,8.4549336725,8.362071131,3.9411398076,non buona
773,6.3704484184,149.9027762295,14.681422904,4.571941437,7.4181957765,8.56565925975,3.232434092,non buona
774,7.317652834,149.960497218,14.228084219,3.889876057,8.110538813,8.021690547,3.563511187,buona
775,7.1699775073,148.645676902,13.343409741,4.1326708782,8.27171898475,8.08382023,3.3008827928,buona
776,7.344234507699999,150.9807796955,14.2067275065,4.5022428866,7.681338536,7.80380243825,3.7660145488,buona
777,7.2284153662,149.924445071,14.20143371,4.5836782636,7.82304590225,7.650270662,3.4941776304,buona
778,6.64675321,149.434921557,14.7677040535,4.1741967062,7.547167641,8.16543702675,3.2737292564,non buona
779,6.1057775689,150.0507578495,16.505815898999998,3.9260963216,8.642562993,7.7860920845,3.1458225536,buona
780,6.7477619692,148.139801895,16.456574918,4.3056515292,8.01990876025,8.48892190575,3.3921797506,buona
781,7.3243001635,149.6756465175,15.6187246765,4.0628551214,8.115836268,7.5770344415,4.0048608128,buona
782,6.3194242474,149.1051000175,15.7227830925,4.2113191428,7.3836606375,8.17297232275,3.4235363844,non buona
